movieId,title,joined_features
42794,Buried Alive (1990),nan nan nan film-noir horror thriller 
42856,Seance (Kôrei) (2000),kôjiyakusho junfubuki tsuyoshikusanagi kiyoshikurosawa psychic ghost police remake drama horror thriller 
42886,Hallelujah! (1929),nan nan nan drama musical 
42900,Cul-de-sac (1966),nan nan nan comedy crime drama thriller 
42935,Riding Alone for Thousands of Miles (Qian li zou dan qi) (2005),kentakakura shinobuterajima kiichinakai yimouzhang hospital china village cancer drama 
42938,Confidentially Yours (Vivement dimanche!) (1983),nan nan nan comedy crime mystery thriller 
42943,Revolution (1985),nan nan nan adventure drama war 
42946,Project A ('A' gai waak) (1983),nan nan nan action comedy 
42952,"Woman's Face, A (1941)",nan nan nan drama thriller 
42956,Sword of Gideon (1986),nan nan nan action drama thriller 
42958,Little Manhattan (2005),joshhutcherson charlotterayrosenberg bradleywhitford jenniferflackett first love place name in title f rated close up of eyes children comedy romance 
42973,Crocodile (Ag-o) (1996),jae-hyuncho jae-hongahn mu-songjeon ki-dukkim homosexual rape south korea suicide suicide attempt drama 
42984,"Lower Depths, The (Les bas-fonds) (1936)",nan nan nan crime drama romance 
43007,Vinci (2004),robertwieckiewicz józefpaleczka borysszyc juliuszmachulski leonardo da vinci stolen painting fake painting caper comedy comedy crime 
43009,"Ordeal, The (Calvaire) (2004)",laurentlucas brigittelahaie gigicoursigny romainprotat woods van singer inn drama horror 
43011,"Dunwich Horror, The (1970)",nan nan nan horror 
43014,"Quatermass Xperiment, The (1955)",nan nan nan horror mystery sci-fi thriller 
43022,Hellraiser: Hellseeker (2002),deanwinters ashleylaurence dougbradley clivebarker murder pinhead acupuncture office horror 
43039,Inside Daisy Clover (1965),nan nan nan drama 
43081,Gamera vs. Gyaos (Daikaijû kûchûsen: Gamera tai Gyaosu) (1967),nan nan nan action horror sci-fi 
43177,Over the Edge (1979),nan nan nan crime drama 
43244,Roads to Koktebel (Koktebel) (2003),glebpuskepalis igorchernevich evgeniysytyy boriskhlebnikov father son relationship watching television television weather show child smokes a cigarette drama romance 
43248,Swamp Women (1956),nan nan nan adventure crime horror 
43260,8MM 2 (2005),johnathonschaech loriheuring brucedavison robertsullivan pornographic video female masturbation female pubic hair lesbian cunnilingus drama mystery thriller 
43267,On Probation (Tiempo de Valientes) (2005),diegoperetti luisluque óscarferreiro damiánszifron unfaithful wife buenos aires argentina smoking marijuana shooting range action comedy 
43269,Bombón: El Perro (El perro) (2004),juanvillegas walterdonado rosavalsecchi santiagocalori patagonia farm gas station dog show comedy drama 
43289,"Bird People in China, The (Chûgoku no chôjin) (1998)",masahiromotoki renjiishibashi mako makotoshiina chinese yakuza japanese country name in title adventure comedy drama fantasy 
43292,Thoughtcrimes (2003),navirawat joeflanigan peterhorton breckeisner time bomb prom nsa mental institution action crime drama 
43333,Water (2005),saralakariyawasam buddhiwickrama rinslyweerarathne anuragkashyap third part elderly woman page torn from a book reference to krishna the hindu deity drama romance 
43351,"Temptations, The (1998)",charlesmalikwhitfield d.b.woodside terronbrooks d.b.woodside tv mini series singer motown 1960s drama musical 
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),juliajentsch alexanderheld fabianhinrichs fredbreinersdorfer resistance anti nazi gestapo nazi drama war 
43383,"Big House, The (1930)",nan nan nan drama thriller 
43389,Numbskull Emptybrook in the Army (Uuno Turhapuro armeijan leivissä) (1984),nan nan nan comedy 
43391,Matti: Hell Is for Heroes (Matti) (2006),jasperpääkkönen elinahietala juhaveijonen aleksimäkelä ski jumper singer yellow journalism alcohol comedy drama 
43396,"World's Fastest Indian, The (2005)",anthonyhopkins iainrea tessamitchell rogerdonaldson ambition nitroglycerin 20th century based on real person drama 
43415,As Tears Go By (Wong gok ka moon) (1988),nan nan nan crime drama 
43419,Bandidas (2006),penélopecruz salmahayek stevezahn espensandberg seduction female robber female bank robber bank robbery action comedy crime western 
43444,Made in Britain (1982),nan nan nan crime drama 
43460,Tristram Shandy: A Cock and Bull Story (2005),stevecoogan robbrydon keeleyhawes laurencesterne size infant son ego behind the scenes comedy drama 
43482,"Bitter Tea of General Yen, The (1933)",nan nan nan drama romance war 
43497,Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi) (1972),nan nan nan drama romance 
43518,Charlie: The Life and Art of Charles Chaplin (2003),charleschaplin sydneypollack billirwin richardschickel comedian filmmaker filmmaking film director documentary 
43538,Rampo (a.k.a. The Mystery of Rampo) (1994),masahiromotoki naototakenaka michikohada rintaromayuzumi character name as title surname as title one word title writer drama mystery 
43549,Helter Skelter (2004),jeremydavies cleaduvall allisonsmith vincentbugliosi scene of the crime murder of a pregnant woman serial murder murder action crime drama horror 
43552,French Fried Vacation (Les Bronzés) (1978),nan nan nan comedy 
43556,Annapolis (2006),jamesfranco mackafoley jimparrack davidcollard boxing welder shipbuilder roommate drama 
43558,Big Momma's House 2 (2006),martinlawrence nialong emilyprocter donrhymer repeat sequel undercover fbi nanny action comedy crime 
43560,Nanny McPhee (2005),emmathompson colinfirth kellymacdonald emmathompson nanny widower magic family relationships children comedy fantasy 
43567,Sweet November (1968),nan nan nan drama 
43571,Double Dare (2004),jeannieepper zoëbell lyndacarter jeannieepper title directed by female feminist indiana jones stuntwoman documentary 
43589,"Dark, The (2005)",mariabello seanbean mauriceroëves simonmaginn drowning psychotronic film trepanning possessed by evil horror mystery thriller 
43608,Panic in Year Zero! (1962),nan nan nan horror sci-fi thriller 
43624,Here Comes the Groom (1951),nan nan nan comedy musical romance 
43626,Julie (1956),nan nan nan thriller 
43628,Tea For Two (1950),nan nan nan comedy musical romance 
43631,Green Dolphin Street (1947),nan nan nan adventure drama romance 
43633,"Lt. Robin Crusoe, U.S.N. (1966)",nan nan nan adventure comedy 
43635,Bye Bye Birdie (1963),nan nan nan comedy musical 
43652,"Comedians of Comedy, The (2005)",pattonoswalt brianposehn mariabamford mariabamford alternative comedy stand up comedy comedy documentary 
43675,"Honey Pot, The (1967)",nan nan nan comedy crime 
43677,"Tuskegee Airmen, The (1995)",laurencefishburne allenpayne malcolm-jamalwarner parisqualles aviator black history 20th century plane drama war 
43679,Final Destination 3 (2006),maryelizabethwinstead ryanmerriman krislemche glenmorgan benjamin franklin character reference to spongebob squarepants no panties visible thong straps horror mystery thriller 
43682,I Could Go on Singing (1963),nan nan nan drama musical 
43684,Something New (2006),sanaalathan fuzzyfantabulous katharinetowne krissturner f rated erotic dance black woman white man kiss black woman white man relationship comedy drama romance 
43699,"Wind, The (1928)",nan nan nan drama western 
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),davechappelle erykahbadu isaacbenayala davechappelle neighborhood marching band block party new york city comedy documentary 
43710,Madame Curie (1943),nan nan nan drama 
43727,Orfeu (1999),tonigarrido patríciafrança murilobenício joãoemanuelcarneiro drug addict shrove tuesday firework drummer crime drama romance 
43744,Imagine Me & You (2005),piperperabo lenaheadey matthewgoode olparker lesbian lesbian romance love triangle love at first sight comedy drama romance 
43762,"Mississippi Mermaid (Sirène du Mississipi, La) (1969)",nan nan nan crime drama romance 
43801,Good Old Daze (Le péril jeune) (1994),romainduris vincentelbaz nicolaskoretzky cédricklapisch meeting again after years high school student high school teacher high school friends comedy drama 
43803,Place Vendôme (1998),catherinedeneuve jean-pierrebacri emmanuelleseigner nicolegarcia title co written by female diamond suicide f rated crime drama 
43813,Broken Lance (1954),nan nan nan drama romance western 
43822,"Four Horsemen of the Apocalypse, The (1921)",nan nan nan drama romance war 
43828,Sabah (2005),arsinéekhanjian settakeshishian roulasaid rubanadda title directed by female title written by female character name as title forenames as title comedy drama romance 
43832,"Call of Cthulhu, The (2005)",mattfoyer johnbolen ralphlucas h.p.lovecraft retro retro horror psychotronic film cthulhu horror thriller 
43836,"Pink Panther, The (2006)",stevemartin kevinkline jeanreno lenblum soccer pink panther diamond france adventure comedy crime 
43838,Troll (1986),nan nan nan comedy fantasy horror 
43853,"Business, The (2005)",dannydyer tamerhassan geoffbell nicklove oral sex panties femme fatale drugs action comedy crime drama thriller 
43869,Curious George (2006),frankwelker willferrell shanebaumel kenkaufman cell phone photograph animal character name as title curious george the monkey character no opening credits adventure animation children comedy 
43871,Firewall (2006),harrisonford virginiamadsen carlyschroeder joeforte child gagged child in jeopardy frame up trouble breathing crime drama thriller 
43883,"Great McGinty, The (1940)",nan nan nan comedy 
43892,Le créateur (1999) ,claudeperron albertdupontel philippeuchan albertdupontel written and directed by cast member writing writer writer's block comedy 
43897,"White Diamond, The (2004)",wernerherzog grahamdorrington dieterplage seefullsummary airship expedition canopy rain forest documentary 
43899,Tony Takitani (2004),isseiogata riemiyazawa shinoharatakahumi junichikawa japanese man two word title character name as title watering a plant drama 
43904,When a Stranger Calls (2006),camillabelle tommyflanagan katiecassidy jakewadewall cell phone high school babysitting teenager horror thriller 
43906,Tamara (2005),jennadewan katiestuart chadfaust jeffreyreddick revenge voyeurism voyeur mini dress fantasy horror thriller 
43908,London (2005),chrisevans jessicabiel joybryant hunterrichards female rear nudity bare butt talking about sex fetish sex drama 
43910,Neil Young: Heart of Gold (2006),neilyoung emmylouharris benkeith neilyoung actor name in title five word title ryman auditorium punctuation in title documentary musical 
43912,Freedomland (2006),samuell.jackson juliannemoore ediefalco richardprice police mother kidnapping hospital crime drama 
43914,Winter Passing (2005),zooeydeschanel darrelllarson johnbedfordlloyd adamrapp sorrow sadness death mercy killing drama 
43917,Eight Below (2006),paulwalker brucegreenwood moonbloodgood daviddigilio sled dog survival siberian husky malamute action adventure drama romance 
43919,Date Movie (2006),alysonhannigan adamcampbell sophiemonk jasonfriedberg frodo baggins character michael jackson character gandalf character britney spears character comedy romance 
43921,Running Scared (2006),paulwalker cameronbright verafarmiga waynekramer girl in panties white panties panties kissing while having sex action crime thriller 
43923,Tyler Perry's Madea's Family Reunion (2006),tylerperry blairunderwood lynnwhitfield tylerperry mable madea simmons character 2000s family reunion madea series comedy drama 
43926,Doogal (2006),danieltay jimmyfallon christianmgarland daveborthwick animal character name as title one word title magic diamond animation children 
43928,Ultraviolet (2006),millajovovich cameronbright nickchinlund kurtwimmer terrible dialogue bad acting bare midriff bare shoulders action fantasy sci-fi thriller 
43930,Just My Luck (2006),lindsaylohan chrispine samairearmstrong i.marleneking luck masquerade bad luck kiss comedy romance 
43932,Pulse (2006),kristenbell iansomerhalder christinamilian wescraven server room suicide apocalypse paranoia action drama fantasy horror mystery sci-fi thriller 
43934,Deep Sea 3D (2006),johnnydepp katewinslet johnnydepp 3 dimensional underwater photography scuba diver right whale documentary imax 
43936,16 Blocks (2006),brucewillis yasiinbey davidmorse richardwenk betrayal by a friend betrayal modern western male bonding crime thriller 
43967,Bongwater (1997),lukewilson aliciawitt amylocane michaelhornburg artist aspiring artist songwriter stoner comedy comedy romance 
43971,Trauma (1993),christopherrydell asiaargento piperlaurie francoferrini murderess psychotronic film slasher killer slasher flick horror mystery thriller 
43983,Election (Hak se wui) (2005),simonyam tonykafaileung louiskoo nai-hoiyau hong kong triad organized crime 2000s crime drama thriller 
43987,Half Light (2006),demimoore henryiancusick jordanel-balawi craigrosenberg sex accidental drowning woman in jeopardy death of a child romance thriller 
43997,Twist of Faith (2004),jeffanderson barbarablaine davidclohessy jeffanderson priest abuse catholic sexual abuse documentary 
44004,Failure to Launch (2006),matthewmcconaughey sarahjessicaparker zooeydeschanel tomj.astle loose bird family life usa united states comedy romance 
44022,Ice Age 2: The Meltdown (2006),rayromano johnleguizamo denisleary petergaulke no opening credits sid character scrat character manny character adventure animation children comedy 
44041,All Quiet on the Western Front (1979),nan nan nan action drama war 
44058,"Big White, The (2005)",robinwilliams hollyhunter giovanniribisi collinfriesen held captive captive woman telephone call revolver comedy crime drama 
44073,Stromboli (1950),nan nan nan drama 
44100,Cyrano de Bergerac (1950),nan nan nan drama romance 
44115,Shinobi: Heart Under Blade (2005),yukienakama joeodagiri tomokakurotani kenyahirata ninja love ninjutsu feudal japan action drama fantasy romance 
44124,Every Man for Himself (Slow Motion) (Sauve qui peut (la vie)) (1980),nan nan nan drama 
44153,Chronos (1985),nan nan nan documentary imax 
44155,Five Children and It (2004),tarafitzgerald freddiehighmore alexjennings davidsolomons uncle fairy eccentric wish adventure children fantasy 
44161,Free Zone (2005),natalieportman hanalaslo hiamabbass amosgitai american taxi female protagonist on the road drama war 
44168,"Naked Spur, The (1953)",nan nan nan western 
44187,"Prince & Me II: The Royal Wedding, The (2006)",lukemably kamheskin maryamd'abo allisonrobinson law royal wedding wedding class differences comedy romance 
44189,Ask the Dust (2006),colinfarrell salmahayek donaldsutherland roberttowne pubic hair rough sex female frontal nudity nudity drama romance 
44191,V for Vendetta (2006),natalieportman hugoweaving stephenrea lillywachowski fascist revolution right wing government freedom action sci-fi thriller imax 
44193,She's the Man (2006),amandabynes channingtatum lauraramsey ewanleslie love triangle pretending to be someone else girl disguised as a boy roommate comedy romance 
44195,Thank You for Smoking (2006),joanlunden erichaberman aaroneckhart jasonreitman lobbyist tobacco industry black comedy tobacco lobby comedy drama 
44197,Find Me Guilty (2006),vindiesel alexrocco frankpietrangolare sidneylumet mafia mobster court judge comedy crime drama 
44199,Inside Man (2006),denzelwashington cliveowen jodiefoster russellgewirtz bank robber bank hostage robber crime drama thriller 
44204,Tsotsi (2005),presleychweneyagae terrypheto kennethnkosi gavinhood baby slum criminal street life crime drama 
44225,Aquamarine (2006),emmaroberts jojo sarapaxton johnquaintance camera shot of feet mermaid love beach children comedy fantasy 
44234,"Illustrated Man, The (1969)",nan nan nan sci-fi 
44238,Leprechaun 2 (1994),warwickdavis charlieheath shevonnedurkin markjones invisibility severed finger bar ring comedy fantasy horror 
44241,Leprechaun 3 (1995),warwickdavis johngatins leearmstrong markjones violence black garter belt stockings woman on top comedy fantasy horror 
44243,Leprechaun 4: In Space (1997),warwickdavis brentjasmer jessicacollins markjones exploding body bare breasts female frontal nudity psychotronic film comedy fantasy horror sci-fi 
44253,"Dark at the Top of the Stairs, The (1960)",nan nan nan drama 
44255,Story of a Love Affair (Cronaca di un amore) (1950),nan nan nan crime drama romance 
44295,"Man Who Sued God, The (2001)",billyconnolly judydavis colinfriels markjoffe insurance lawyer act of god lightning comedy drama romance 
44301,Lights in the Dusk (Laitakaupungin valot) (2006),jannehyytiäinen mariajärvenhelmi mariaheiskanen akikaurismäki abuse night watchman jewels femme fatale crime drama 
44317,Kummeli Stories (1995),heikkihela timokahilainen heikkisilvennoinen heikkihela fishing rally school fictional war comedy 
44392,Stranger on the Third Floor (1940),nan nan nan drama film-noir 
44397,"Hills Have Eyes, The (2006)",maximegiffard michaelbaileysmith tombower wescraven murder of family deformity rape murder spree drama horror thriller 
44399,"Shaggy Dog, The (2006)",timallen kristindavis zenagrey cormacwibberley psychotronic film sheepdog dog movie human becoming an animal adventure children comedy fantasy 
44421,"Personal Journey with Martin Scorsese Through American Movies, A (1995)",martinscorsese allisonanders kathrynbigelow michaelhenrywilson reference to the vietnam war tv mini series film history reference to bing crosby documentary 
44427,Inspector Clouseau (1968),nan nan nan comedy crime mystery 
44494,Son of the Pink Panther (1993),robertobenigni herbertlom claudiacardinale mauricerichlin woman slaps a man memory memory lapse forgetting name comedy 
44511,Unknown White Male (2005),dougbruce rupertmurray dougbruce amnesia documentary 
44555,"Lives of Others, The (Das leben der Anderen) (2006)",martinagedeck ulrichmühe sebastiankoch florianhenckelvondonnersmarck stasi spy political thriller propaganda drama romance thriller 
44568,"Red and the White, The (Csillagosok, katonák) (1967)",nan nan nan drama war 
44571,Fatty Drives the Bus (1999),scotrobinson joebill kenmanthey micknapier tour guide hell cross dressing absurd humor comedy 
44582,City on Fire (Lung fu fong wan) (1987),nan nan nan action crime drama thriller 
44585,"Goodbye, South, Goodbye (1996)",jieh-wenking kuei-yinghsu annieshizukainoh t'ien-wenchu taiwan vomiting politics neon sign crime drama 
44587,Nanook of the North (1922),nan nan nan documentary drama 
44590,Don't Torture a Duckling (Non si sevizia un paperino) (1972),nan nan nan horror mystery thriller 
44595,Resurrection (1980),nan nan nan drama fantasy 
44597,Youth of the Beast (Yaju no seishun) (1963),nan nan nan action crime mystery 
44601,Go Tell the Spartans (1978),nan nan nan drama war 
44611,They Call Me Mister Tibbs! (1970),nan nan nan crime drama mystery 
44613,Take the Lead (2006),antoniobanderas robbrown yayadacosta diannehouston dance student teacher dance teacher drama 
44628,"Lacemaker, The (Dentellière, La) (1977)",nan nan nan drama romance 
44633,"Devil and Daniel Johnston, The (2005)",danieljohnston laurieallen brianbeattie jefffeuerzeig the beatles new york city manhattan new york city mental hospital documentary 
44653,Money (L'argent) (1983),nan nan nan crime drama 
44655,"Trial of Joan of Arc, The (Procès de Jeanne d'Arc) (1962)",nan nan nan drama war 
44657,Mouchette (1967),nan nan nan drama 
44663,"Caiman, The (Il caimano) (2006)",silvioorlando margheritabuy jasminetrinca nannimoretti orchestra lego choir reference to columbus comedy drama romance 
44665,Lucky Number Slevin (2006),joshhartnett brucewillis lucyliu jasonsmilovic original story mistaken identity assassin jewish mafia crime drama mystery 
44671,"Wild Blue Yonder, The (2005)",braddourif donaldwilliams ellenbaker wernerherzog astronaut alien wormhole science sci-fi 
44674,Wheel of Time (2003),thedalailama lamalhundupwoeser taknajigmesangpo wernerherzog nan documentary 
44685,Riot On! (2004),richardstanley ninjaburgess davidbowes kimfinn mobile business entertainment investor morals documentary 
44694,Volver (2006),penélopecruz carmenmaura loladueñas pedroalmodóvar rape death secret abusive father comedy drama 
44703,"N Word, The (2004)",f.leebailey sandrabernhard donaldbogle f.leebailey race relations slavery rap racism documentary 
44709,Akeelah and the Bee (2006),kekepalmer laurencefishburne angelabassett dougatchison spelling spelling bee national spelling bee school principal drama 
44719,Brainstorm (2001),rodrigosantoro othonbastos cássiakis laísbodanzky title directed by female mental institution drugs vomiting drama 
44729,Larry the Cable Guy: Health Inspector (2006),larrythecableguy davidkoechner michaelpapajohn jonathanbernstein restaurant health inspector food poisoning undercover comedy 
44731,Stay Alive (2006),jonfoster samairearmstrong frankiemuniz williambrentbell countess group of friends tower ghost horror sci-fi thriller 
44752,Annie Oakley (1935),nan nan nan drama western 
44759,Basic Instinct 2 (2006),stancollymore sharonstone neilmaskell leorabarish sex consensual sex female female kiss lesbian kiss crime drama mystery thriller 
44761,Brick (2005),josephgordon-levitt norazehetner lukashaas rianjohnson neo noir alley cinderblock neo noirish crime drama film-noir mystery 
44763,"Brothers Lionheart, The (Bröderna Lejonhjärta) (1977)",nan nan nan adventure children fantasy 
44777,Evil Aliens (2005),emilybooth jamiehoneybourne sambutler jakewest transformation porn actress splatter splatter comedy comedy horror sci-fi 
44779,Santa's Slay (2005),billgoldberg douglassmith emiliederavin davidsteiman angel santa claus wager christmas comedy fantasy horror 
44788,This Film Is Not Yet Rated (2006),kimberlypeirce jonlewis davidansen kirbydick sexuality orgasm homosexuality mpaa documentary 
44800,Fragile (2005),calistaflockhart richardroxburgh elenaanaya jaumebalagueró supernatural killer hospital nurse horror thriller 
44815,ATL (2006),gregandrews monica brandonbernardbenton tinagordon hood teen movie rollerskating rink high school drama 
44825,"Brotherhood of Justice, The (1986)",nan nan nan action drama thriller 
44828,Slither (2006),donthompson nathanfillion gregghenry jamesgunn alien parasite small town b movie comedy horror sci-fi 
44840,"Benchwarmers, The (2006)",robschneider davidspade jonheder allencovert millionaire baseball movie big house husband wife relationship comedy 
44844,Phat Girlz (2006),mo'nique jimmyjean-louis godfrey nnegestlikké f rated title directed by female female protagonist size positive comedy 
44849,Renaissance (2006),danielcraig romolagarai ianholm alexandredelapatellière year 2054 paris france future dystopia action animation film-noir sci-fi thriller 
44851,Go for Zucker! (Alles auf Zucker!) (2004),henryhübchen hanneloreelsner udosamel danilevy deception jewish culture loser funeral comedy 
44856,"Curse of the Werewolf, The (1961)",nan nan nan drama horror romance 
44861,Dead Fish (2004),robertcarlyle garyoldman anouskaboltonlee thomasgeiger storage locker pregnancy murder murderer action comedy drama thriller 
44864,Friends with Money (2006),catherinekeener jasonisaacs timmsharp nicoleholofcener money problems marital problem nervous breakdown friendship comedy drama romance 
44881,Keane (2004),damianlewis abigailbreslin amyryan lodgekerrigan standing in the middle of the street purchase climbing a fence men's restroom mystery thriller 
44889,Reefer Madness: The Movie Musical (2005),kristenbell christiancampbell nevecampbell andyfickman marijuana reefer pot smoking lyre comedy drama musical 
44892,I Love Your Work (2003),marisacoughlan judygreer shalomharlow adamgoldberg downward spiral obsession movie star mental breakdown drama mystery 
44900,Beauty and the Bastard (Tyttö sinä olet tähti) (2005),pamelatola samuelvauramo joonassaartamo pekkopesonen woman singer title based on song suburb drama musical romance 
44903,Dementia (a.k.a. Daughter of Horror) (1955),nan nan nan horror mystery 
44911,Magic (1978),nan nan nan drama horror romance thriller 
44929,Candy (2006),abbiecornish heathledger geoffreyrush lukedavies sex in a bathroom prostitute miniskirt sex in a car drama romance 
44931,Secrets of a Soul (Geheimnisse einer Seele) (1926),nan nan nan drama 
44937,"Child, The (L'enfant) (2005)",jérémierenier déborahfrançois jérémiesegard lucdardenne no music pay phone hospital baby crime drama 
44943,9/11 (2002),tonybenatatos jamalbraithwaite stevebuscemi gédéonnaudet french new york city september 11 2001 firefighter documentary 
44947,Lacombe Lucien (1974),nan nan nan drama 
44949,Hoot (2006),lukewilson loganlerman brielarson wilshriner car crashing into a tree owl fight montana children comedy 
44966,Where the Red Fern Grows (1974),nan nan nan children drama 
44972,Scary Movie 4 (2006),annafaris reginahall craigbierko craigmazin female nudity implied sex sexual innuendo accidental nudity comedy horror 
44974,Hard Candy (2005),patrickwilson ellenpage sandraoh briannelson pedophilia manipulation missing person poster sexual predator drama thriller 
45000,"Chinoise, La (1967)",nan nan nan comedy drama 
45003,Shutter (2004),anandaeveringham natthaweeranuchthongmee achitasikamana parkpoomwongpoom photographer photograph car accident ghost fantasy horror mystery thriller 
45028,"Prairie Home Companion, A (2006)",marylouiseburke woodyharrelson l.q.jones garrisonkeillor singing radio backstage country music comedy drama musical 
45030,Even Money (2006),kimbasinger kelseygrammer michaeleaves roberttannen gambling magician debt bookie crime drama 
45036,"Chess Players, The (Shatranj Ke Khilari) (1977)",nan nan nan comedy drama 
45038,Pinocchio and the Emperor of the Night (1987),nan nan nan animation children fantasy 
45047,Corvette Summer (1978),nan nan nan adventure comedy 
45062,"Sentinel, The (2006)",michaeldouglas kiefersutherland evalongoria georgenolfi cell phone trace shooting a woman cell phone scene of the crime crime drama thriller 
45068,Mirage (1965),nan nan nan mystery thriller 
45072,"President's Last Bang, The (Geuddae geusaramdeul) (2005)",suk-kyuhan yun-shikbaek jae-hosong sang-sooim seoul korea 1970s downward spiral seoul comedy crime drama 
45074,"Wild, The (2006)",kiefersutherland jimbelushi eddieizzard eddecter africa zoo volcano lion adventure animation children comedy fantasy 
45079,"My Brother's Wife (Mujer de mi hermano, La) (2005)",bárbaramori christianmeier manolocardona maríaeugeniaargomedo unhappy marriage husband doesn't want to have sex with wife large breasts simulated cunnilingus drama 
45081,Silent Hill (2006),radhamitchell seanbean laurieholden rogeravary ash fall gothic based on video game first part fantasy horror thriller 
45100,Battle in Heaven (Batalla en el cielo) (2005),marcoshernández anapolamushkadiz bertharuiz carlosreygadas sex scene unsimulated blow job large breasts erect penis comedy drama romance 
45106,American Dreamz (2006),hughgrant dennisquaid mandymoore paulweitz reference to oprah winfrey vomiting the white house man wears eyeglasses comedy drama 
45134,Hôtel du Nord (1938),nan nan nan drama 
45137,Irresistible (2006),susansarandon samneill emilyblunt annturner american gift card game abroad drama thriller 
45170,Mata Hari (1931),nan nan nan drama romance 
45172,23 (23 - Nichts ist so wie es scheint) (1998),augustdiehl fabianbusch dieterlanduris michaeldierking computer hacker 1980s kgb drama thriller 
45175,Kinky Boots (2005),joeledgerton chiwetelejiofor sarah-janepotts geoffdeane drag queen homophobia gender roles gender bending comedy drama 
45179,"Glass Key, The (1942)",nan nan nan crime drama film-noir mystery 
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",tonyjaa petchtaiwongkamlao bongkojkhongmalai napalee long take elephant thailand sydney australia action comedy crime thriller 
45186,Mission: Impossible III (2006),tomcruise philipseymourhoffman vingrhames alexkurtzman fictional government agency ethan hunt character luther stickell character tape over mouth action adventure thriller 
45188,"Wayward Cloud, The (Tian bian yi duo yun) (2005)",kang-shenglee shiang-chyichen yi-chinglu ming-liangtsai adult actress appearing in mainstream film explicit sex rape porno movie comedy drama musical 
45192,"Nibelungen: Siegfried, Die (1924)",nan nan nan adventure drama fantasy 
45194,"Nibelungen: Kriemhild's Revenge, Die (Die Nibelungen: Kriemhilds Rache) (1924)",nan nan nan adventure drama fantasy 
45208,RV (2006),robinwilliams cherylhines jojo geoffrodkey road trip vacation family vacation family business adventure children comedy 
45210,United 93 (2006),j.j.johnson garycommock pollyadams paulgreengrass september 11 2001 passenger plane flight crime drama 
45221,Stick It (2006),jeffbridges missyperegrym vanessalengies jeffbridges deception title directed by female teen movie gymnastics comedy 
45224,Secret Beyond the Door (1948),nan nan nan drama film-noir mystery thriller 
45259,Man Push Cart (2005),ahmadrazvi leticiadolera charlesdanielsandoval raminbahrani pakistani coffee push cart immigrant drama 
45303,"World, The (Shijie) (2004)",taozhao taishencheng juejing zhangkejia theme park security guard dancer chinese drama 
45329,Soldier Blue (1970),nan nan nan western 
45335,Footlight Parade (1933),nan nan nan comedy musical romance 
45361,"American Haunting, An (2005)",donaldsutherland sissyspacek jamesd'arcy brentmonahan flashback voice over letter year 1818 lifting someone into the air drama horror mystery thriller 
45382,Down in the Valley (2005),edwardnorton evanrachelwood davidmorse davidjacobson neo western south dakota bikini scantily clad female drama romance 
45412,"Hidden Blade, The (Kakushi ken oni no tsume) (2004)",masatoshinagase takakomatsu hidetakayoshioka yôjiyamada 1860s suicide japan hostage action drama romance 
45431,Over the Hedge (2006),brucewillis garryshandling stevecarell kareykirkpatrick food human raccoon forest adventure animation children comedy 
45440,Art School Confidential (2006),maxminghella sophiamyles johnmalkovich danielclowes art school nude modeling nude model art model comedy drama 
45442,Poseidon (2006),joshlucas kurtrussell jacindabarrett markprotosevich water ocean passenger cruise action adventure thriller imax 
45447,"Da Vinci Code, The (2006)",tomhanks audreytautou ianmckellen akivagoldsman reference to penis bare butt male reference to male genitalia male full rear nudity drama mystery thriller 
45499,X-Men: The Last Stand (2006),hughjackman halleberry ianmckellen simonkinberg x men walking through a wall logan character erik lehnsherr character action sci-fi thriller 
45501,"Break-Up, The (2006)",vincevaughn jenniferaniston joeylaurenadams jeremygarelick passive aggressive girlfriend neo screwball comedy woman wrapped in a towel woman drops her towel comedy drama romance 
45503,Peaceful Warrior (2006),scottmechlowicz nicknolte amysmart kevinbernhardt comeback cameo appearance by real life subject olympics gymnast drama 
45506,Twelve and Holding (2005),conordonovan jessecamacho zoeweizenbaum anthonycipriano male objectification shirtless wood chopping shirtless woodcutting voyeur drama 
45508,Wah-Wah (2005),gabrielbyrne emilywatson juliewalters richarde.grant swaziland stepmother alcoholic father child's point of view drama 
45512,Keeping Up with the Steins (2006),darylsabara jamigertz jeremypiven markzakarin vomiting family character name in title five word title bar mitzvah comedy 
45517,Cars (2006),owenwilson paulnewman bonniehunt joeranft car car movie route 66 truck animation children comedy 
45521,Wassup Rockers (2005),jonathanvelasquez franciscopedrasa miltonvelasquez larryclark teen movie boy police bus comedy drama 
45525,"Lost City, The (2005)",alfredoarmenteros dannypino richardmarquez andygarcia havana cuba fidel castro cuba 1950s drama 
45527,Standing Still (2005),jonabrahams amyadams rogeravary matthewperniciaro male objectification male nudity male rear nudity male in underwear comedy drama romance 
45533,Conspirators of Pleasure (Spiklenci slasti) (1996),petrmeissel gabrielawilhelmová barborahrzánová jansvankmajer no dialogue dark humor absurd nudity animation comedy 
45537,Tall in the Saddle (1944),nan nan nan mystery romance western 
